bucket	signature	post_filter_rank	n_steps	score	route_class	max_terminal_heavy_atoms	tags	terminal_reactants
C_triage_fragment_weak	1107afc72a3fd0e2	237	18	7.441055369579303e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(=O)C(C)C | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	29b2bb526d00f923	238	18	7.441055369579303e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)Cl | CC(C)=O | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	1d0c288661731128	258	18	5.500085190960457e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)O | CC(=O)CC(C)=O | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	0c1a92fe2410b4d9	259	18	5.4256868965963386e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)=O | CCOC(=O)C(C)C | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	0b8723771096a25e	264	18	4.517080594528405e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)O | CC(=O)CC(C)=O | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	16cc20afd5855fd5	265	18	4.4559791606287085e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)=O | CCOC(=O)C(C)C | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	3eb32ad2c5690004	267	18	4.378866112519537e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)O | O=C(n1ccnc1)n1ccnc1 | O=C(O)CC(=O)O
C_triage_fragment_weak	14a639f91ab44bbe	275	18	3.581886865446666e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(=O)C(C)C | O=C(O)CC(=O)O
C_triage_fragment_weak	5f3962ddb9afaf52	276	18	3.581886865446666e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)Cl | CC(C)=O | O=C(O)CC(=O)O
C_triage_fragment_weak	5e20ad4fb80c67ac	295	18	1.9342574742422217e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CCOC(C)=O | CC(=O)C(C)C | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	6fd4c7e2718411d7	300	18	1.4257341357052694e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CCOC(C)=O | CC(C)C(=O)O | O=C(Cl)C(=O)Cl | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	6fab70fa66c42bc4	301	18	1.1709193173835881e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CCOC(C)=O | CC(C)C(=O)O | O=C(Cl)C(=O)Cl | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	94e9d59db7109bdc	317	18	4.466569858445687e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)O | O=C(n1ccnc1)n1ccnc1 | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	0e3ed18cf029631f	319	18	3.6682806413344434e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)O | O=C(n1ccnc1)n1ccnc1 | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	9a0b7d3036e753fa	320	18	3.653628016582843e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(=O)C(C)C | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	a790304803bd83a2	321	18	3.653628016582843e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)Cl | CC(C)=O | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	ee61d38b2840cbb2	324	18	3.0006321066546408e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(=O)C(C)C | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	dbc78ef2af431efa	325	18	3.0006321066546408e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)Cl | CC(C)=O | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	e2e0370527e08662	339	18	1.1938091632012469e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CCOC(=O)CC(C)=O | CC(C)=O | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	47b966e78a2ab684	340	18	1.1904144227072212e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)=O | CC(=O)CC(C)=O | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	7bc301370115e15c	343	18	9.592535035207152e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)O | CC(C)=O | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	5e57c1227d4c5bc2	354	18	5.817373339443411e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)O | CC(=O)CC(C)=O | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	83f218032881e452	355	18	5.738683166635685e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)=O | CCOC(=O)C(C)C | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	9edc9464e403ef08	367	18	1.5079816879596143e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CCOC(C)=O | CC(C)C(=O)O | O=C(Cl)C(=O)Cl | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	7ecb5e9b7fb3dbbc	372	18	4.7242367183672734e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)O | O=C(n1ccnc1)n1ccnc1 | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	810405010704a1bc	373	18	3.8643980007518663e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(=O)C(C)C | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	75f9c66beeea52ef	374	18	3.8643980007518663e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CN(C)C=O | O=C([O-])[O-] | CS(=O)(=O)Cl | CC(=O)Cl | N=C(N)N | CC(C)C(=O)Cl | CC(C)=O | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	ae90fe5d398933c5	21	19	7.205687574051152e-05	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)[C@H](N)C(=O)O | CC(C)C(=O)Cl | COC(=O)CC(=O)OC
C_triage_fragment_weak	988d539050bcaa73	26	19	6.13475743237847e-05	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)C(=O)Cl | CC(C)C(=O)O | COC(=O)CC(=O)OC
C_triage_fragment_weak	562634f28a540190	108	19	2.042453106305566e-06	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)[C@H](N)C(=O)O | CC(C)C(=O)Cl | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	324bab0b6a40ad89	115	19	1.7388978144590894e-06	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)C(=O)Cl | CC(C)C(=O)O | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	9e3cc56e0d218dfa	139	19	9.831718205827928e-07	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)[C@H](N)C(=O)O | CC(C)C(=O)Cl | O=C(O)CC(=O)O
C_triage_fragment_weak	9df86c722a0b1db1	147	19	8.370499791506148e-07	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)C(=O)Cl | CC(C)C(=O)O | O=C(O)CC(=O)O
C_triage_fragment_weak	620fef5307fb95fc	222	19	1.0028636424696533e-07	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)[C@H](N)C(=O)O | CC(C)C(=O)Cl | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	45b5c2a3c163a486	229	19	8.538151454773547e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)C(=O)Cl | CC(C)C(=O)O | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	11f9100300c597d6	231	19	8.236264968773485e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)[C@H](N)C(=O)O | CC(C)C(=O)Cl | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	e36647cdeb0c7f9f	244	19	7.012167432040662e-08	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)C(=O)Cl | CC(C)C(=O)O | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	cb78c026bbade8c4	341	19	1.0607167006046494e-09	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)[C@H](N)C(=O)O | CC(C)C(=O)Cl | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	8b108f55461ecc7b	345	19	9.030699146762851e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | OB(O)c1ccc(F)cc1 | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | CI | CS(=O)(=O)Cl | CCO | NC(N)=O | CC(C)C(=O)Cl | CC(C)C(=O)O | COC(=O)CC(=O)OC | NO
C_triage_fragment_weak	be59703f79c1563a	348	20	8.511110266388705e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | COC(=O)CC#N | COC(=O)CC(=O)OC
C_triage_fragment_weak	ff50c1781e5de1d9	364	20	2.2072708133141975e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | N#CCC(=O)O | COC(=O)CC(=O)OC
C_triage_fragment_weak	da2523595e5232e7	366	20	1.537696704083397e-10	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)C(=O)Cl | COC(=O)CC#N | COC(=O)CC(=O)OC
C_triage_fragment_weak	2d08343b52808f69	371	20	7.881525504478917e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | O=C(O)C(F)(F)F | COC(=O)CC(=O)OC
C_triage_fragment_weak	e1ade2ccaaefb39a	381	20	2.4124753429909672e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | COC(=O)CC#N | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	5aebbbfd9d5fa4b3	385	20	1.2140637805540882e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | O=C(O)CC(=O)O | COC(=O)CC(=O)OC
C_triage_fragment_weak	9a53a233489cf259	386	20	1.161288730574496e-11	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | COC(=O)CC#N | O=C(O)CC(=O)O
C_triage_fragment_weak	31683939a121dd4a	387	20	6.256512071583736e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | N#CCC(=O)O | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	b8ee5a0d596b7a3f	388	20	4.3586033637109645e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)C(=O)Cl | COC(=O)CC#N | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	4d5d927d263acfb9	389	20	3.0116854800371283e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | N#CCC(=O)O | O=C(O)CC(=O)O
C_triage_fragment_weak	dab9ee134049f36c	391	20	2.234019458048631e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | O=C(O)C(F)(F)F | O=C(O)CC(=O)O | CO
C_triage_fragment_weak	814c06e6d069ff81	392	20	2.098092725393955e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)C(=O)Cl | COC(=O)CC#N | O=C(O)CC(=O)O
C_triage_fragment_weak	3d2b8ee3cbd64217	394	20	1.1845480331327567e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | COC(=O)CC#N | COC(=O)OC | CC(=O)[O-]
C_triage_fragment_weak	0fcd8e58c9926c0e	395	20	1.07538575598438e-12	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | O=C(O)C(F)(F)F | O=C(O)CC(=O)O
C_triage_fragment_weak	49e03609e325822d	396	20	9.728392830250681e-13	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | COC(=O)CC#N | CCOC(=O)CC(=O)[O-]
C_triage_fragment_weak	858d0aa2e2fc0c02	399	20	3.4412654092518027e-13	triage_fragment	25	acylating_piece_present;advanced_or_product_like_terminal;aryl_coupling_hint	[OH-] | CC(=O)OC(C)(C)C | CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1 | O=S(=O)(O)O | CNS(C)(=O)=O | OB(O)c1ccc(F)cc1 | O=P(Cl)(Cl)Cl | N | CC(C)C(=O)CC#N | CC(C)NC(C)C | O=C(O)CC(=O)O | CO
